NUM_OF_EPISODES,USE_LOS_IN_STATE,MOVE_PENALTY,WIN_REWARD,LOST_PENALTY,epsilon,EPSILONE_DECAY,LEARNING_RATE,DISCOUNT,ACTION_SPACE_9,DANGER_ZONE_IN_STATE,DOMINATING_POINTS_IN_STATE,FIRE_RANGE_FLAG,FIRE_RANGE,ZERO_SUM_GAME,RED_PLAYER_MOVES,FIXED_START_POINT_RED,FIXED_START_POINT_BLUE,%Games started at Tie,%WINS_BLUE,%WINS_RED,%TIES,%Blue_agent_type,%Blue_agent_model_loded,%Red_agent_type,%Red_agent_model_loded
3000000,False,0.1,1,-1,1,0.9999,0.5,0.95,True,True,False,True,7,False,True,False,False,0.0,3.4206,3.2873666666666668,0.002333333333333333,DQN_keras,,Greedy_player,
